week,portion_transliteration,title_english,title_hebrew,torah_reading,haftarah_prophets_writings,new_testament,english_week_page,hebrew_week_page,greek_week_page,tlv_link,kjv_link,wlc_hebrew_link,sblgnt_greek_link,apocrypha_link,companion_reading_source_url,source_note,torah_audio_english,torah_audio_hebrew,torah_audio_greek,prophets_audio_english,prophets_audio_hebrew,prophets_audio_greek,writings_audio_english,writings_audio_hebrew,writings_audio_greek,gospels_audio_english,gospels_audio_hebrew,gospels_audio_greek,letters_audio_english,letters_audio_hebrew,letters_audio_greek,revelation_audio_english,revelation_audio_hebrew,revelation_audio_greek,day1_sunday_reading,day1_sefaria_link,day2_monday_reading,day2_sefaria_link,day3_tuesday_reading,day3_sefaria_link,day4_wednesday_reading,day4_sefaria_link,day5_thursday_reading,day5_sefaria_link,day6_friday_reading,day6_sefaria_link,day7_saturday_reading,day7_sefaria_link
32,Behar,On the Mount,בהר,Leviticus  25:1-26:2,Judges 13:2-13:25,1 Pet 2:4-10,scripture/english/week32.html,scripture/hebrew/week32.html,scripture/greek/week32.html,https://www.biblegateway.com/passage/?search=Leviticus%2025%3A1-26%3A2%3B%20Judges%2013%3A2-13%3A25%3B%201%20Pet%202%3A4-10&version=TLV,https://www.biblegateway.com/passage/?search=Leviticus%2025%3A1-26%3A2%3B%20Judges%2013%3A2-13%3A25%3B%201%20Pet%202%3A4-10&version=KJV,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=WLC,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=SBLGNT,https://www.kingjamesbibleonline.org/Apocrypha-Books/,,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal,http://audio.esvbible.org/hw/01047028-01050026.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,http://audio.esvbible.org/hw/11002001-11002012.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,,,,"http://audio.esvbible.org/hw/43013001-43013038.mp3,44001001-44001026.mp3",https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,http://audio.esvbible.org/hw/58007001-58007028.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,,,,Leviticus 25:1-25:13,https://www.sefaria.org/Leviticus%2025%3A1-25%3A13?lang=bi,Leviticus 25:14-25:18,https://www.sefaria.org/Leviticus%2025%3A14-25%3A18?lang=bi,Leviticus 25:19-25:24,https://www.sefaria.org/Leviticus%2025%3A19-25%3A24?lang=bi,Leviticus 25:25-25:28,https://www.sefaria.org/Leviticus%2025%3A25-25%3A28?lang=bi,Leviticus 25:29-25:38,https://www.sefaria.org/Leviticus%2025%3A29-25%3A38?lang=bi,Leviticus 25:39-25:46,https://www.sefaria.org/Leviticus%2025%3A39-25%3A46?lang=bi,Leviticus 25:47-26:2,https://www.sefaria.org/Leviticus%2025%3A47-26%3A2?lang=bi
33,Bechukotai,By My Decrees,בחוקותי,Leviticus  26:3-27:34,Zech 2:14-4:7,Lk 4:16-21,scripture/english/week33.html,scripture/hebrew/week33.html,scripture/greek/week33.html,https://www.biblegateway.com/passage/?search=Leviticus%2026%3A3-27%3A34%3B%20Zech%202%3A14-4%3A7%3B%20Lk%204%3A16-21&version=TLV,https://www.biblegateway.com/passage/?search=Leviticus%2026%3A3-27%3A34%3B%20Zech%202%3A14-4%3A7%3B%20Lk%204%3A16-21&version=KJV,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=WLC,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=SBLGNT,https://www.kingjamesbibleonline.org/Apocrypha-Books/,,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal,http://audio.esvbible.org/hw/03026003-03027034.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,http://audio.esvbible.org/hw/24016019-24017014.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,,,,"http://audio.esvbible.org/hw/42014001-42014001,42015032-42015032,40021033-40021046.mp3",https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,http://audio.esvbible.org/hw/42014001-42015032.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,,,,Leviticus 26:3-26:5,https://www.sefaria.org/Leviticus%2026%3A3-26%3A5?lang=bi,Leviticus 26:6-26:9,https://www.sefaria.org/Leviticus%2026%3A6-26%3A9?lang=bi,Leviticus 26:10-26:46,https://www.sefaria.org/Leviticus%2026%3A10-26%3A46?lang=bi,Leviticus 27:1-27:15,https://www.sefaria.org/Leviticus%2027%3A1-27%3A15?lang=bi,Leviticus 27:16-27:21,https://www.sefaria.org/Leviticus%2027%3A16-27%3A21?lang=bi,Leviticus 27:22-27:28,https://www.sefaria.org/Leviticus%2027%3A22-27%3A28?lang=bi,Leviticus 27:29-27:34,https://www.sefaria.org/Leviticus%2027%3A29-27%3A34?lang=bi
34,Bamidbar,In the Wilderness,במדבר,Numbers  1:1-4:20,Josh 2:1-2:24,Mt. 21:33-46; 2 Cor 6:14-18,scripture/english/week34.html,scripture/hebrew/week34.html,scripture/greek/week34.html,https://www.biblegateway.com/passage/?search=Numbers%201%3A1-4%3A20%3B%20Josh%202%3A1-2%3A24%3B%20Mt.%2021%3A33-46%3B%C2%A02%20Cor%206%3A14-18&version=TLV,https://www.biblegateway.com/passage/?search=Numbers%201%3A1-4%3A20%3B%20Josh%202%3A1-2%3A24%3B%20Mt.%2021%3A33-46%3B%C2%A02%20Cor%206%3A14-18&version=KJV,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=WLC,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=SBLGNT,https://www.kingjamesbibleonline.org/Apocrypha-Books/,,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal,http://audio.esvbible.org/hw/04001001-04004020.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,http://audio.esvbible.org/hw/28002001-28002022.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,,,,"http://audio.esvbible.org/hw/42016001-42016001,42017010-42017010,40003001-40003001,40002001-40002023,41001008-41001008.mp3",https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,"http://audio.esvbible.org/hw/46012012-46012012,46016001-46016024,45009001-45011036.mp3",https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,,,,Numbers 1:1-1:19,https://www.sefaria.org/Numbers%201%3A1-1%3A19?lang=bi,Numbers 1:20-1:54,https://www.sefaria.org/Numbers%201%3A20-1%3A54?lang=bi,Numbers 2:1-2:34,https://www.sefaria.org/Numbers%202%3A1-2%3A34?lang=bi,Numbers 3:1-3:13,https://www.sefaria.org/Numbers%203%3A1-3%3A13?lang=bi,Numbers 3:14-3:39,https://www.sefaria.org/Numbers%203%3A14-3%3A39?lang=bi,Numbers 3:40-3:51,https://www.sefaria.org/Numbers%203%3A40-3%3A51?lang=bi,Numbers 4:1-4:20,https://www.sefaria.org/Numbers%204%3A1-4%3A20?lang=bi
35,Nasso,Lift Up,נשא,Numbers  4:21-7:89,I Sam 11:14-12:22,Rom 9:22-33; Acts 21:17-26,scripture/english/week35.html,scripture/hebrew/week35.html,scripture/greek/week35.html,https://www.biblegateway.com/passage/?search=Numbers%204%3A21-7%3A89%3B%20I%20Sam%2011%3A14-12%3A22%3B%20Rom%209%3A22-33%3B%C2%A0Acts%2021%3A17-26&version=TLV,https://www.biblegateway.com/passage/?search=Numbers%204%3A21-7%3A89%3B%20I%20Sam%2011%3A14-12%3A22%3B%20Rom%209%3A22-33%3B%C2%A0Acts%2021%3A17-26&version=KJV,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=WLC,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=SBLGNT,https://www.kingjamesbibleonline.org/Apocrypha-Books/,,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal,http://audio.esvbible.org/hw/04013001-04015041.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,http://audio.esvbible.org/hw/06002001-06002024.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,,,,http://audio.esvbible.org/hw/40010001-40010034.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,http://audio.esvbible.org/hw/44010001-44010048.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,,,,Numbers 4:21-4:37,https://www.sefaria.org/Numbers%204%3A21-4%3A37?lang=bi,Numbers 4:38-4:49,https://www.sefaria.org/Numbers%204%3A38-4%3A49?lang=bi,Numbers 5:1-5:10,https://www.sefaria.org/Numbers%205%3A1-5%3A10?lang=bi,Numbers 5:11-6:27,https://www.sefaria.org/Numbers%205%3A11-6%3A27?lang=bi,Numbers 7:1-7:41,https://www.sefaria.org/Numbers%207%3A1-7%3A41?lang=bi,Numbers 7:42-7:71,https://www.sefaria.org/Numbers%207%3A42-7%3A71?lang=bi,Numbers 7:72-7:89,https://www.sefaria.org/Numbers%207%3A72-7%3A89?lang=bi
36,Beha’alotcha,When You Light,בהעלתך,Numbers  8:1-12:16,Judges 11:1-33,1 Cor 10:6-13; Rev 11:1-19,scripture/english/week36.html,scripture/hebrew/week36.html,scripture/greek/week36.html,https://www.biblegateway.com/passage/?search=Numbers%208%3A1-12%3A16%3B%20Judges%2011%3A1-33%3B%201%20Cor%2010%3A6-13%3B%C2%A0Rev%2011%3A1-19&version=TLV,https://www.biblegateway.com/passage/?search=Numbers%208%3A1-12%3A16%3B%20Judges%2011%3A1-33%3B%201%20Cor%2010%3A6-13%3B%C2%A0Rev%2011%3A1-19&version=KJV,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=WLC,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=SBLGNT,https://www.kingjamesbibleonline.org/Apocrypha-Books/,,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal,hhttp://audio.esvbible.org/hw/04008001-04012015.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,http://audio.esvbible.org/hw/38002001-38004007.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,,,,http://audio.esvbible.org/hw/40005001-40006034.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,http://audio.esvbible.org/hw/66018001-66018024.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,,,,Numbers 8:1-8:14,https://www.sefaria.org/Numbers%208%3A1-8%3A14?lang=bi,Numbers 8:15-8:26,https://www.sefaria.org/Numbers%208%3A15-8%3A26?lang=bi,Numbers 9:1-9:14,https://www.sefaria.org/Numbers%209%3A1-9%3A14?lang=bi,Numbers 9:15-10:10,https://www.sefaria.org/Numbers%209%3A15-10%3A10?lang=bi,Numbers 10:11-10:34,https://www.sefaria.org/Numbers%2010%3A11-10%3A34?lang=bi,Numbers 10:35-11:29,https://www.sefaria.org/Numbers%2010%3A35-11%3A29?lang=bi,Numbers 11:30-12:16,https://www.sefaria.org/Numbers%2011%3A30-12%3A16?lang=bi
37,Sh’lach,Send,שלח,Numbers  13:1-15:41,Micah 5:6-6:8,Heb 3:7-4:1,scripture/english/week37.html,scripture/hebrew/week37.html,scripture/greek/week37.html,https://www.biblegateway.com/passage/?search=Numbers%2013%3A1-15%3A41%3B%20Micah%205%3A6-6%3A8%3B%20Heb%203%3A7-4%3A1&version=TLV,https://www.biblegateway.com/passage/?search=Numbers%2013%3A1-15%3A41%3B%20Micah%205%3A6-6%3A8%3B%20Heb%203%3A7-4%3A1&version=KJV,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=WLC,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=SBLGNT,https://www.kingjamesbibleonline.org/Apocrypha-Books/,,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal,https://audio.esv.org/hw/mq/01028010-01032002.mp3,,,https://audio.esv.org/hw/mq/28012012-28014009.mp3,,,,,,https://audio.esv.org/hw/mq/40003001-40004025.mp3,,,https://audio.esv.org/hw/mq/59001001-59002026.mp3,,,,,,Numbers 13:1-13:20,https://www.sefaria.org/Numbers%2013%3A1-13%3A20?lang=bi,Numbers 13:21-14:7,https://www.sefaria.org/Numbers%2013%3A21-14%3A7?lang=bi,Numbers 14:8-14:25,https://www.sefaria.org/Numbers%2014%3A8-14%3A25?lang=bi,Numbers 14:26-15:7,https://www.sefaria.org/Numbers%2014%3A26-15%3A7?lang=bi,Numbers 15:8-15:16,https://www.sefaria.org/Numbers%2015%3A8-15%3A16?lang=bi,Numbers 15:17-15:26,https://www.sefaria.org/Numbers%2015%3A17-15%3A26?lang=bi,Numbers 15:27-15:41,https://www.sefaria.org/Numbers%2015%3A27-15%3A41?lang=bi
38,Korach,Korah,קרח,Numbers  16:1-18:32,I Ki 18:46-19:21,Rom 13:1-7,scripture/english/week38.html,scripture/hebrew/week38.html,scripture/greek/week38.html,https://www.biblegateway.com/passage/?search=Numbers%2016%3A1-18%3A32%3B%20I%20Ki%2018%3A46-19%3A21%3B%20Rom%2013%3A1-7&version=TLV,https://www.biblegateway.com/passage/?search=Numbers%2016%3A1-18%3A32%3B%20I%20Ki%2018%3A46-19%3A21%3B%20Rom%2013%3A1-7&version=KJV,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=WLC,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=SBLGNT,https://www.kingjamesbibleonline.org/Apocrypha-Books/,,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal,http://audio.esvbible.org/hw/04016001-04018032.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,http://audio.esvbible.org/hw/23066001-23066024.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,,,,http://audio.esvbible.org/hw/42018035-42019028.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,http://audio.esvbible.org/hw/58007001-58007028.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,,,,Numbers 16:1-16:13,https://www.sefaria.org/Numbers%2016%3A1-16%3A13?lang=bi,Numbers 16:14-16:19,https://www.sefaria.org/Numbers%2016%3A14-16%3A19?lang=bi,Numbers 16:20-17:8,https://www.sefaria.org/Numbers%2016%3A20-17%3A8?lang=bi,Numbers 17:9-17:15,https://www.sefaria.org/Numbers%2017%3A9-17%3A15?lang=bi,Numbers 17:16-17:24,https://www.sefaria.org/Numbers%2017%3A16-17%3A24?lang=bi,Numbers 17:25-18:20,https://www.sefaria.org/Numbers%2017%3A25-18%3A20?lang=bi,Numbers 18:21-18:32,https://www.sefaria.org/Numbers%2018%3A21-18%3A32?lang=bi
39,Chukat,Statute,חקת,Numbers  19:1-22:1,Jer 1:1-2:3,Hebrews 9:11-28; John 3:10-21,scripture/english/week39.html,scripture/hebrew/week39.html,scripture/greek/week39.html,https://www.biblegateway.com/passage/?search=Numbers%2019%3A1-22%3A1%3B%20Jer%201%3A1-2%3A3%3B%20Hebrews%209%3A11-28%3B%20John%203%3A10-21&version=TLV,https://www.biblegateway.com/passage/?search=Numbers%2019%3A1-22%3A1%3B%20Jer%201%3A1-2%3A3%3B%20Hebrews%209%3A11-28%3B%20John%203%3A10-21&version=KJV,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=WLC,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=SBLGNT,https://www.kingjamesbibleonline.org/Apocrypha-Books/,,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal,http://audio.esvbible.org/hw/04019001-04022001.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,http://audio.esvbible.org/hw/07011001-07011033.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,,,,http://audio.esvbible.org/hw/44019001-44019042.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,http://audio.esvbible.org/hw/59013001-59013025.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,,,,Numbers 19:1-19:17,https://www.sefaria.org/Numbers%2019%3A1-19%3A17?lang=bi,Numbers 19:18-20:6,https://www.sefaria.org/Numbers%2019%3A18-20%3A6?lang=bi,Numbers 20:7-20:13,https://www.sefaria.org/Numbers%2020%3A7-20%3A13?lang=bi,Numbers 20:14-20:21,https://www.sefaria.org/Numbers%2020%3A14-20%3A21?lang=bi,Numbers 20:22-21:9,https://www.sefaria.org/Numbers%2020%3A22-21%3A9?lang=bi,Numbers 21:10-21:20,https://www.sefaria.org/Numbers%2021%3A10-21%3A20?lang=bi,Numbers 21:21-22:1,https://www.sefaria.org/Numbers%2021%3A21-22%3A1?lang=bi
40,Balak,Balak,בלק,Numbers  22:2-25:9,Jer 2:4-28; 3:4,Rom 11:25-32,scripture/english/week40.html,scripture/hebrew/week40.html,scripture/greek/week40.html,https://www.biblegateway.com/passage/?search=Numbers%2022%3A2-25%3A9%3B%20Jer%202%3A4-28%3B%203%3A4%3B%20Rom%2011%3A25-32&version=TLV,https://www.biblegateway.com/passage/?search=Numbers%2022%3A2-25%3A9%3B%20Jer%202%3A4-28%3B%203%3A4%3B%20Rom%2011%3A25-32&version=KJV,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=WLC,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=SBLGNT,https://www.kingjamesbibleonline.org/Apocrypha-Books/,,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal,https://audio.esv.org/hw/mq/01028010-01032002.mp3,,,https://audio.esv.org/hw/mq/28012012-28014009.mp3,,,,,,https://audio.esv.org/hw/mq/40003001-40004025.mp3,,,https://audio.esv.org/hw/mq/59001001-59002026.mp3,,,,,,Numbers 22:2-22:12,https://www.sefaria.org/Numbers%2022%3A2-22%3A12?lang=bi,Numbers 22:13-22:20,https://www.sefaria.org/Numbers%2022%3A13-22%3A20?lang=bi,Numbers 22:21-22:38,https://www.sefaria.org/Numbers%2022%3A21-22%3A38?lang=bi,Numbers 22:39-23:12,https://www.sefaria.org/Numbers%2022%3A39-23%3A12?lang=bi,Numbers 23:13-23:26,https://www.sefaria.org/Numbers%2023%3A13-23%3A26?lang=bi,Numbers 23:27-24:13,https://www.sefaria.org/Numbers%2023%3A27-24%3A13?lang=bi,Numbers 24:14-25:9,https://www.sefaria.org/Numbers%2024%3A14-25%3A9?lang=bi
41,Pinchas,Phinehas,פינחס,Numbers  25:10-30:1,Isa 1:1-1:27,Rom 11:2-32,scripture/english/week41.html,scripture/hebrew/week41.html,scripture/greek/week41.html,https://www.biblegateway.com/passage/?search=Numbers%2025%3A10-30%3A1%3B%20Isa%201%3A1-1%3A27%3B%20Rom%2011%3A2-32&version=TLV,https://www.biblegateway.com/passage/?search=Numbers%2025%3A10-30%3A1%3B%20Isa%201%3A1-1%3A27%3B%20Rom%2011%3A2-32&version=KJV,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=WLC,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=SBLGNT,https://www.kingjamesbibleonline.org/Apocrypha-Books/,,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal,http://audio.esvbible.org/hw/04025010-04030001.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,http://audio.esvbible.org/hw/25009001-25009017.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,,,,http://audio.esvbible.org/hw/40022001-40022046.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,http://audio.esvbible.org/hw/66022001-66022021.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,,,,Numbers 25:10-26:4,https://www.sefaria.org/Numbers%2025%3A10-26%3A4?lang=bi,Numbers 26:5-26:51,https://www.sefaria.org/Numbers%2026%3A5-26%3A51?lang=bi,Numbers 26:52-27:5,https://www.sefaria.org/Numbers%2026%3A52-27%3A5?lang=bi,Numbers 27:6-27:23,https://www.sefaria.org/Numbers%2027%3A6-27%3A23?lang=bi,Numbers 28:1-28:15,https://www.sefaria.org/Numbers%2028%3A1-28%3A15?lang=bi,Numbers 28:16-29:11,https://www.sefaria.org/Numbers%2028%3A16-29%3A11?lang=bi,Numbers 29:12-30:1,https://www.sefaria.org/Numbers%2029%3A12-30%3A1?lang=bi
42,Matot,Tribes,מטות,Numbers  30:2-32:42,Isa 40:1-40:26,Matt 5:33-37,scripture/english/week42.html,scripture/hebrew/week42.html,scripture/greek/week42.html,https://www.biblegateway.com/passage/?search=Numbers%2030%3A2-32%3A42%3B%20Isa%2040%3A1-40%3A26%3B%20Matt%205%3A33-37&version=TLV,https://www.biblegateway.com/passage/?search=Numbers%2030%3A2-32%3A42%3B%20Isa%2040%3A1-40%3A26%3B%20Matt%205%3A33-37&version=KJV,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=WLC,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=SBLGNT,https://www.kingjamesbibleonline.org/Apocrypha-Books/,,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal,https://audio.esv.org/hw/mq/01028010-01032002.mp3,,,https://audio.esv.org/hw/mq/28012012-28014009.mp3,,,,,,https://audio.esv.org/hw/mq/40003001-40004025.mp3,,,https://audio.esv.org/hw/mq/59001001-59002026.mp3,,,,,,Numbers 30:2-30:17,https://www.sefaria.org/Numbers%2030%3A2-30%3A17?lang=bi,Numbers 31:1-31:12,https://www.sefaria.org/Numbers%2031%3A1-31%3A12?lang=bi,Numbers 31:13-31:24,https://www.sefaria.org/Numbers%2031%3A13-31%3A24?lang=bi,Numbers 31:25-31:41,https://www.sefaria.org/Numbers%2031%3A25-31%3A41?lang=bi,Numbers 31:42-31:54,https://www.sefaria.org/Numbers%2031%3A42-31%3A54?lang=bi,Numbers 32:1-32:19,https://www.sefaria.org/Numbers%2032%3A1-32%3A19?lang=bi,Numbers 32:20-32:42,https://www.sefaria.org/Numbers%2032%3A20-32%3A42?lang=bi
